X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
-77.0058870582396,38.8285032371079,23016520,2023/01/31 12:08:25+00,DAY,OTHERS,THEFT F/AUTO,4200 - 4299 BLOCK OF 1ST STREET SE,399489.02,128967.79,8,8D,7,708,Cluster 39,009810 2,009810,Precinct 126,38.8284954636,-77.0058847772,,2023/01/30 22:30:00+00,2023/01/31 09:00:00+00,334465290,
-77.0253806404422,38.9413494524385,23017000,2023/02/01 02:40:20+00,EVENING,OTHERS,THEFT/OTHER,4100 - 4199 BLOCK OF GEORGIA AVENUE NW,397799.86,141494.88,4,4C,4,404,Cluster 18,002503 1,002503,Precinct 47,38.9413416569,-77.0253783465,,2023/02/01 00:45:00+00,2023/02/01 00:50:00+00,334465291,
-77.0035088622729,38.8429486191896,23017006,2023/02/01 08:48:25+00,MIDNIGHT,OTHERS,THEFT/OTHER,3300 - 3399 BLOCK OF BROTHERS PLACE SE,399695.58226967,130571.314806601,8,8C,7,707,Cluster 39,010400 1,010400,Precinct 123,38.8429408427,-77.0035065815,,2023/02/01 01:33:00+00,2023/02/01 02:10:00+00,334465292,
-76.9839299217041,38.9147649569323,23017013,2023/02/01 03:05:44+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1400 - 1498 BLOCK OF OKIE STREET NE,401393.89,138543.59,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9147571652,-76.9839276423,,2023/02/01 01:44:00+00,2023/02/01 02:34:00+00,334465293,
-76.9908890922677,38.8825277431881,23017063,2023/02/01 06:53:56+00,MIDNIGHT,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF PENNSYLVANIA AVENUE SE,400790.706814687,134964.919162678,6,6B,1,106,Cluster 26,007100 2,007100,Precinct 91,38.8825199578,-76.9908868125,CAPITOL HILL,2023/02/01 00:00:00+00,2023/02/01 00:05:00+00,334465294,
-77.0400710551064,38.9155816512771,23018255,2023/02/03 04:59:00+00,MIDNIGHT,OTHERS,ROBBERY,1700 - 1799 BLOCK OF T STREET NW,396525.04,138634.89,2,2B,3,301,Cluster 6,004201 3,004201,Precinct 141,38.9155738614,-77.0400687581,,2023/02/03 03:59:00+00,2023/02/03 04:01:00+00,334465295,
-76.9504004636391,38.8637291969967,23018431,2023/02/03 19:00:11+00,DAY,OTHERS,SEX ABUSE,2004 - 2199 BLOCK OF FORT DAVIS STREET SE,404304.84,132879.27,7,7B,6,606,Cluster 35,007603 1,007603,Precinct 110,38.8637214143,-76.9503981978,,2023/02/03 09:00:00+00,2023/02/03 13:07:00+00,334465296,
-77.0327316492114,38.9392172536921,23018478,2023/02/03 19:33:29+00,DAY,OTHERS,THEFT/OTHER,3900 - 3999 BLOCK OF 14TH STREET NW,397162.49,141258.39,4,4C,4,404,Cluster 18,002504 2,002504,Precinct 47,38.9392094588,-77.0327293531,,2023/02/02 23:00:00+00,2023/02/03 17:10:00+00,334465297,
-76.9586555803279,38.8860159216936,23019594,2023/02/06 18:19:43+00,DAY,OTHERS,MOTOR VEHICLE THEFT,3300 - 3399 BLOCK OF C STREET SE,403587.274977282,135352.906555038,7,7B,6,603,Cluster 32,007708 2,007708,Precinct 132,38.8860081344,-76.9586533108,,2023/02/05 19:58:00+00,2023/02/05 20:37:00+00,334465298,
-77.0249378999705,38.9003717529357,23019740,2023/02/06 16:26:57+00,DAY,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF PALMER ALLEY NW,397837,136946,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,38.9003639656,-77.0249356086,DOWNTOWN,2022/11/25 20:16:00+00,2022/11/25 20:20:00+00,334465299,
-76.9858704223614,38.8605336803688,23019813,2023/02/06 06:21:46+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,1429 - 1470 BLOCK OF BANGOR STREET SE,401226.53,132523.47,8,8A,7,701,Cluster 28,007503 2,007503,Precinct 114,38.8605258996,-76.9858681456,,2023/02/06 03:33:00+00,2023/02/06 06:15:00+00,334465300,
-77.0070811429784,38.8764898353658,23019834,2023/02/06 05:54:29+00,MIDNIGHT,OTHERS,THEFT F/AUTO,50 - 55 BLOCK OF M STREET SE,399385.75,134294.65,6,8F,1,106,Cluster 27,007202 1,007202,Precinct 131,38.8764820522,-77.0070788587,CAPITOL RIVERFRONT,2023/02/05 03:00:00+00,2023/02/05 16:00:00+00,334465301,
-77.0331016729295,38.923557826022,23019889,2023/02/06 11:11:06+00,MIDNIGHT,OTHERS,THEFT/OTHER,1400 - 1457 BLOCK OF EUCLID STREET NW,397129.78,139520.07,1,1A,3,304,Cluster 2,003702 2,003702,Precinct 36,38.9235500343,-77.0330993776,,2022/12/03 16:00:00+00,2022/12/05 10:00:00+00,334465302,
-77.002552292195,38.9056537338239,23020608,2023/02/07 18:53:04+00,DAY,OTHERS,THEFT/OTHER,201 - 299 BLOCK OF M STREET NE,399778.82,137532.05,6,6C,5,501,Cluster 25,010602 4,010602,Precinct 144,38.9056459446,-77.0025500075,NOMA,2023/02/07 18:36:00+00,,334465303,
-77.0219167252867,38.909115776039,23020613,2023/02/07 19:31:56+00,DAY,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF 7TH STREET NW,398099.3,137916.59,2,2G,3,307,Cluster 7,004901 2,004901,Precinct 18,38.9091079868,-77.0219144344,,2023/02/07 18:53:00+00,2023/02/07 19:00:00+00,334465304,
-77.0105070611193,38.9708033589943,23021618,2023/02/09 12:05:26+00,DAY,OTHERS,MOTOR VEHICLE THEFT,6600 - 6699 BLOCK OF HARLAN PLACE NW,399089.68,144764.28,4,4B,4,401,Cluster 19,001702 2,001702,Precinct 63,38.9707955569,-77.01050477,,2023/02/06 14:00:00+00,2023/02/09 11:15:00+00,334465305,
-76.9802704704036,38.8630356012959,23022210,2023/02/10 11:04:45+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1600 - 1899 BLOCK OF W STREET SE,401712.500063542,132801.29151267,8,8A,7,701,Cluster 28,007504 2,007504,Precinct 114,38.8630278199,-76.9802681957,,2023/02/10 10:28:00+00,2023/02/10 10:35:00+00,334465306,
-77.0037401318348,38.9627041866779,23023559,2023/02/12 22:44:53+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,200 - 299 BLOCK OF PEABODY STREET NE,399676.05,143865.15,4,4B,4,406,Cluster 19,009505 1,009505,Precinct 65,38.962696386,-77.0037378433,,2023/02/12 22:21:00+00,2023/02/12 22:45:00+00,334465307,
-76.9748265745932,38.8986220092657,23024123,2023/02/14 00:56:21+00,EVENING,OTHERS,THEFT/OTHER,1920 - 2099 BLOCK OF BENNING ROAD NE,402183.88,136751.77,7,7D,5,507,Cluster 25,007903 1,007903,Precinct 80,38.8986142204,-76.974824299,,2023/02/14 00:05:00+00,2023/02/14 00:20:00+00,334465308,
-76.94139642427,38.8897860194493,23024704,2023/02/15 02:34:31+00,EVENING,OTHERS,THEFT/OTHER,4100 - 4276 BLOCK OF EAST CAPITOL STREET,405084.425218671,135772.236347427,7,7F,6,603,Cluster 33,007703 1,007703,Precinct 103,38.8897782316,-76.9413941594,,2023/02/15 01:10:00+00,2023/02/15 01:20:00+00,334465309,
-77.0580828364515,38.9348320736476,23025924,2023/02/17 02:48:10+00,EVENING,OTHERS,THEFT/OTHER,3319 - 3499 BLOCK OF CONNECTICUT AVENUE NW,394964.33,140772.69,3,3C,2,203,Cluster 15,001304 1,001304,Precinct 34,38.9348242806,-77.0580805327,,2023/02/17 02:14:00+00,2023/02/17 02:24:00+00,334465310,
-76.9957829418829,38.8574531275046,23026096,2023/02/17 19:08:57+00,DAY,OTHERS,ROBBERY,2632 - 2663 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400366.22,132181.42,8,8C,7,703,Cluster 37,007401 2,007401,Precinct 119,38.8574453477,-76.9957806623,ANACOSTIA,2023/02/17 11:47:00+00,2023/02/17 13:42:00+00,334465311,
-77.0239715111157,38.9103933863641,23026140,2023/02/17 15:52:02+00,DAY,OTHERS,BURGLARY,1500 - 1599 BLOCK OF 9TH STREET NW,397921.12,138058.46,2,2G,3,307,Cluster 7,004901 2,004901,Precinct 18,38.910385597,-77.0239692195,,2023/02/17 09:35:00+00,2023/02/17 09:45:00+00,334465312,
-76.9241477159426,38.9025615243653,23026175,2023/02/17 17:18:39+00,DAY,OTHERS,MOTOR VEHICLE THEFT,912 - 945 BLOCK OF DIVISION AVENUE NE,406579.68,137191.52,7,7C,6,608,Cluster 31,007807 2,007807,Precinct 95,38.9025537328,-76.9241454559,,2023/02/17 04:00:00+00,,334465313,
-77.0249902442561,38.9056536109785,23027248,2023/02/19 18:26:32+00,DAY,OTHERS,MOTOR VEHICLE THEFT,900 - 999 BLOCK OF M STREET NW,397832.62,137532.33,2,2G,3,307,Cluster 8,004902 3,004902,Precinct 129,38.9056458226,-77.0249879526,,2023/02/19 03:30:00+00,2023/02/19 17:15:00+00,334465314,
-76.9983949762658,38.9071907554069,23058960,2023/04/16 08:30:16+00,MIDNIGHT,GUN,ROBBERY,500 - 599 BLOCK OF MORSE STREET NE,400139.41,137702.67,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.9071829657,-76.9983926928,,2023/04/16 06:30:00+00,2023/04/16 06:45:00+00,334465527,
-77.0327324072978,38.9373512748205,23059026,2023/04/16 13:21:32+00,DAY,OTHERS,THEFT/OTHER,3700 - 3799 BLOCK OF 14TH STREET NW,397162.35,141051.25,4,4C,4,404,Cluster 18,002504 1,002504,Precinct 49,38.9373434803,-77.0327301113,,2023/04/16 10:18:00+00,2023/04/16 10:54:00+00,334465528,
-76.9776916790007,38.8442442921948,23059465,2023/04/17 06:50:38+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,3500 - 3599 BLOCK OF 18TH STREET SE,401936.81999975,130715.374230735,8,8E,7,704,Cluster 38,007409 3,007409,Precinct 116,38.8442365147,-76.9776894058,,2023/04/17 03:41:00+00,2023/04/17 06:50:00+00,334465529,
-77.0405894538599,38.8983221946685,23059734,2023/04/17 17:57:32+00,DAY,OTHERS,THEFT/OTHER,1700 - 1799 BLOCK OF G STREET NW,396479.23,136718.97,2,2A,2,207,Cluster 5,010800 2,010800,Precinct 2,38.8983144083,-77.0405871578,GOLDEN TRIANGLE,2023/04/17 17:19:00+00,2023/04/17 17:29:00+00,334465530,
-76.9865186877024,38.9054281357353,23060396,2023/04/19 10:14:43+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1200 - 1299 BLOCK OF OWEN PLACE NE,401169.53,137507.09,5,5D,5,506,Cluster 23,008802 4,008802,Precinct 77,38.9054203459,-76.986516408,,2023/04/16 19:55:00+00,2023/04/16 20:10:00+00,334465531,
-76.9739743126414,38.8635423389654,23061299,2023/04/20 09:26:13+00,MIDNIGHT,OTHERS,THEFT/OTHER,2300 - 2399 BLOCK OF GOOD HOPE ROAD SE,402258.92,132857.68,8,8A,6,607,Cluster 34,007605 3,007605,Precinct 112,38.8635345572,-76.9739720394,,2023/04/18 10:00:00+00,2023/04/18 14:30:00+00,334465532,
-76.9943684967697,38.8812778037099,23061632,2023/04/21 04:09:48+00,MIDNIGHT,OTHERS,THEFT F/AUTO,800 - 899 BLOCK OF G STREET SE,400488.824542406,134826.142010549,6,6B,1,106,Cluster 26,007000 2,007000,Precinct 90,38.8812700192,-76.9943662156,CAPITOL HILL,2023/04/19 23:00:00+00,2023/04/20 13:30:00+00,334465533,
-77.005128976054,38.9415152358491,23062192,2023/04/22 03:08:23+00,MIDNIGHT,OTHERS,THEFT F/AUTO,100 - 199 BLOCK OF TAUSSIG PLACE NE,399555.55,141512.99,5,5A,4,405,Cluster 19,009510 3,009510,Precinct 44,38.9415074395,-77.0051266884,,2023/04/21 21:10:00+00,2023/04/21 22:47:00+00,334465534,
-77.0280882969955,38.8967451717793,23062611,2023/04/22 16:21:00+00,DAY,OTHERS,THEFT/OTHER,500 - 599 BLOCK OF 12TH STREET NW,397563.6,136543.5,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,38.8967373853,-77.0280860049,DOWNTOWN,2023/04/22 14:27:00+00,2023/04/22 14:36:00+00,334465535,
-76.9594784461592,38.8689264354375,23062674,2023/04/23 01:42:46+00,EVENING,OTHERS,THEFT/OTHER,3200 - 3299 BLOCK OF PENNSYLVANIA AVENUE SE,403516.724545217,133455.812729278,7,7B,6,605,Cluster 34,009901 2,009901,Precinct 109,38.8689186523,-76.9594761766,,2023/04/22 18:56:00+00,2023/04/22 19:03:00+00,334465536,
-76.9748265745932,38.8986220092657,23062959,2023/04/23 07:09:34+00,MIDNIGHT,OTHERS,THEFT/OTHER,1920 - 2099 BLOCK OF BENNING ROAD NE,402183.88,136751.77,7,7D,5,507,Cluster 25,007903 1,007903,Precinct 80,38.8986142204,-76.974824299,,2023/04/23 06:20:00+00,2023/04/23 06:51:00+00,334465537,
-76.9636310679544,38.9264362754704,23062999,2023/04/23 08:43:57+00,MIDNIGHT,OTHERS,BURGLARY,2804 - 2898 BLOCK OF BLADENSBURG ROAD NE,403153.81,139839.71,5,5C,5,503,Cluster 24,011100 1,011100,Precinct 71,38.9264284806,-76.9636287941,,2023/04/23 07:51:00+00,2023/04/23 07:54:00+00,334465538,
-76.994963690265,38.8913364822676,23063481,2023/04/24 13:02:04+00,DAY,OTHERS,MOTOR VEHICLE THEFT,100 - 179 BLOCK OF 8TH STREET NE,400437.12,135942.73,6,6C,1,108,Cluster 26,008200 1,008200,Precinct 85,38.8913286956,-76.9949614088,,2023/04/23 20:00:00+00,2023/04/24 11:50:00+00,334465539,
-77.0237715059889,38.9637783160046,23047247,2023/03/27 15:52:08+00,DAY,OTHERS,MOTOR VEHICLE THEFT,715 - 799 BLOCK OF QUACKENBOS STREET NW,397940.01,143984.65,4,4B,4,402,Cluster 17,001901 2,001901,Precinct 59,38.9637705158,-77.0237692111,,2023/03/26 15:41:00+00,2023/03/26 15:50:00+00,334465540,
-76.9795271413573,38.9025143587002,23047790,2023/03/28 15:36:32+00,DAY,OTHERS,THEFT F/AUTO,1638 - 1699 BLOCK OF K STREET NE,401776.03,137183.75,5,5D,5,507,Cluster 23,008903 3,008903,Precinct 78,38.9025065692,-76.979524864,,2023/03/28 00:00:00+00,2023/03/28 13:00:00+00,334465541,
-77.0102565905056,38.9118668180883,23049109,2023/03/30 20:37:16+00,EVENING,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF QUINCY PLACE NW,399110.65,138221.8,5,5E,3,308,Cluster 21,003302 2,003302,Precinct 19,38.9118590279,-77.0102543031,,2023/03/30 18:21:00+00,2023/03/30 20:35:00+00,334465542,
-76.9851253655212,38.8690960867491,23049280,2023/03/31 01:12:16+00,EVENING,OTHERS,THEFT F/AUTO,1700 - 1718 BLOCK OF 14TH STREET SE,401291.04,133473.97,8,8A,6,607,Cluster 34,007601 5,007601,Precinct 140,38.8690883042,-76.9851230885,,2023/03/28 19:30:00+00,2023/03/29 15:00:00+00,334465543,
-77.0229450131968,38.9161487499584,23049777,2023/04/04 14:52:38+00,DAY,OTHERS,THEFT/OTHER,1900 - 1999 BLOCK OF 8TH STREET NW,398010.31,138697.33,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 137,38.9161409594,-77.0229427215,,2023/03/31 22:59:00+00,2023/03/31 23:07:00+00,334465544,
-77.0380270937856,38.9397506534536,23050062,2023/04/01 18:06:51+00,DAY,OTHERS,MOTOR VEHICLE THEFT,SHEPHERD STREET NW AND 17TH STREET NW,396703.41999489,141317.78000057,4,4E,4,404,Cluster 18,002600 1,002600,Precinct 47,38.9397428587,-77.038024796,,2023/04/01 12:09:00+00,2023/04/01 12:52:00+00,334465545,
-77.006688745277,38.9441750343712,23050547,2023/04/02 07:36:23+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,4400 - 4499 BLOCK OF 1ST PLACE NE,399420.35,141808.26,5,5A,4,405,Cluster 19,009510 2,009510,Precinct 44,38.9441672375,-77.006686457,,2023/04/02 06:40:00+00,2023/04/02 06:41:00+00,334465546,
-77.0105987672612,38.9162723149401,23051540,2023/04/03 23:21:13+00,EVENING,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF RHODE ISLAND AVENUE NW,399081.03,138710.85,5,5E,3,306,Cluster 21,003301 2,003301,Precinct 135,38.9162645239,-77.0105964794,,2023/03/24 18:32:00+00,2023/03/24 19:30:00+00,334465547,
-77.0280884867066,38.9329427389731,23051845,2023/04/04 16:34:23+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1000 - 1099 BLOCK OF MONROE STREET NW,397564.82,140561.73,1,1A,3,302,Cluster 2,002900 1,002900,Precinct 42,38.9329349452,-77.0280861924,,2023/04/04 12:38:00+00,2023/04/04 14:18:00+00,334465548,
-77.0319541177905,38.9186563548503,23052020,2023/04/04 19:01:03+00,EVENING,OTHERS,THEFT/OTHER,2100 - 2199 BLOCK OF 14TH STREET NW,397229.1,138975.93,1,1B,3,305,Cluster 3,004401 2,004401,Precinct 22,38.9186485641,-77.0319518232,,2023/04/04 17:15:00+00,2023/04/04 17:30:00+00,334465549,
-77.0051298148872,38.9099024362185,23052358,2023/04/05 06:48:08+00,MIDNIGHT,OTHERS,ROBBERY,1500 - 1521 BLOCK OF ECKINGTON PLACE NE,399555.28,138003.7,5,5F,5,502,Cluster 21,008701 1,008701,Precinct 75,38.9098946462,-77.0051275291,NOMA,2023/04/05 05:20:00+00,2023/04/05 05:26:00+00,334465550,
-76.9739743126414,38.8635423389654,23053261,2023/04/07 13:58:40+00,DAY,OTHERS,MOTOR VEHICLE THEFT,2300 - 2399 BLOCK OF GOOD HOPE ROAD SE,402258.92,132857.68,8,8A,6,607,Cluster 34,007605 3,007605,Precinct 112,38.8635345572,-76.9739720394,,2023/04/06 15:31:00+00,2023/04/06 17:23:00+00,334465551,
-77.0413055482477,38.9301401136435,23053962,2023/04/07 19:25:56+00,EVENING,OTHERS,THEFT F/AUTO,3100 - 3155 BLOCK OF 18TH STREET NW,396418.71,140251.05,1,1D,3,302,Cluster 2,002702 2,002702,Precinct 39,38.9301323209,-77.04130325,,2023/04/07 18:34:00+00,2023/04/07 19:09:00+00,334465552,
-77.0288513747257,38.898321719872,23054830,2023/04/09 06:58:10+00,MIDNIGHT,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF G STREET NW,397497.46,136718.53,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,38.8983139331,-77.0288490823,DOWNTOWN,2023/04/06 22:05:00+00,2023/04/06 22:10:00+00,334465553,
-77.0319532193131,38.916651190491,23054910,2023/04/09 11:01:12+00,DAY,OTHERS,THEFT/OTHER,1921 - 1999 BLOCK OF 14TH STREET NW,397229.1,138753.34,2,2F,3,301,Cluster 3,004300 4,004300,Precinct 141,38.9166434001,-77.0319509248,,2023/04/09 10:10:00+00,2023/04/09 10:18:00+00,334465554,
-76.9594784461592,38.8689264354375,23055538,2023/04/10 18:03:58+00,DAY,OTHERS,THEFT/OTHER,3200 - 3299 BLOCK OF PENNSYLVANIA AVENUE SE,403516.724545217,133455.812729278,7,7B,6,605,Cluster 34,009901 2,009901,Precinct 109,38.8689186523,-76.9594761766,,2023/04/10 17:07:00+00,2023/04/10 17:53:00+00,334465555,
-76.9586240543497,38.8941696034043,23055784,2023/04/11 01:50:18+00,EVENING,GUN,ASSAULT W/DANGEROUS WEAPON,3200 - 3399 BLOCK OF CLAY PLACE NE,403589.6,136258.03,7,7D,6,603,Cluster 32,009604 2,009604,Precinct 101,38.8941618148,-76.9586217841,,2023/04/10 23:35:00+00,2023/04/11 01:30:00+00,334465556,
-77.0265108470154,38.8973556770348,23056100,2023/04/11 17:06:06+00,DAY,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF F STREET NW,397700.46,136611.23,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,38.8973478904,-77.0265085554,DOWNTOWN,2023/04/11 16:22:00+00,2023/04/11 16:35:00+00,334465557,
-76.9937583150356,38.9007708864913,23056470,2023/04/12 07:11:38+00,MIDNIGHT,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF 9TH STREET NE,400541.62,136990.03,6,6A,1,104,Cluster 25,008410 1,008410,Precinct 82,38.9007630979,-76.9937560334,,2023/04/11 16:10:00+00,2023/04/11 17:00:00+00,334465558,
-76.948282614485,38.8895498618729,23057485,2023/04/14 03:04:50+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1 - 299 BLOCK OF STODDERT PLACE SE,404487.02,135745.66,7,7F,6,603,Cluster 32,007703 1,007703,Precinct 103,38.8895420739,-76.9482803477,,2023/04/13 19:00:00+00,2023/04/13 19:30:00+00,334465559,
-77.0121759034153,38.9051739728478,23057634,2023/04/14 02:49:05+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1127 - 1199 BLOCK OF 1ST STREET NW,398944.09,137478.86,6,6E,1,102,Cluster 8,004704 2,004704,Precinct 1,38.9051661841,-77.0121736158,,2023/04/13 23:50:00+00,2023/04/14 00:34:00+00,334465560,
-76.9826107660084,38.9012831456165,23058512,2023/04/15 13:29:51+00,DAY,OTHERS,MOTOR VEHICLE THEFT,812 - 899 BLOCK OF BLADENSBURG ROAD NE,401508.58,137047.02,5,5D,5,507,Cluster 23,008903 3,008903,Precinct 79,38.9012753565,-76.9826084878,,2023/04/15 00:00:00+00,2023/04/15 13:09:00+00,334465561,
-77.040877886926,38.9238776823034,23058821,2023/04/16 02:20:49+00,EVENING,OTHERS,THEFT/OTHER,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,396455.48,139555.85,1,1C,3,303,Cluster 1,003901 2,003901,Precinct 35,38.9238698908,-77.0408755892,ADAMS MORGAN,2023/04/15 20:45:00+00,2023/04/15 21:00:00+00,334465562,
-76.9837440346237,38.9011662902074,23027681,2023/02/20 14:35:47+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1400 - 1499 BLOCK OF MORSE STREET NE,401410.28,137034.03,5,5D,5,506,Cluster 23,008802 2,008802,Precinct 77,38.9011585012,-76.9837417561,,2023/02/19 04:30:00+00,2023/02/19 04:40:00+00,334465690,
-77.0250364319976,38.9758135127941,23027794,2023/02/20 23:29:22+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,800 - 899 BLOCK OF DAHLIA STREET NW,397830.75,145320.7,4,4B,4,401,Cluster 17,010300 3,010300,Precinct 63,38.9758057103,-77.025034136,,2023/02/20 01:30:00+00,2023/02/20 18:45:00+00,334465691,
-77.0074763742539,38.9056501893115,23027824,2023/02/20 22:44:23+00,EVENING,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF M STREET NE,399351.72,137531.68,6,6E,5,501,Cluster 25,010603 2,010603,Precinct 144,38.9056424003,-77.007474088,NOMA,2022/09/25 22:00:00+00,2023/02/20 19:00:00+00,334465692,
-76.9824624842069,38.8999842081066,23028520,2023/02/22 00:19:19+00,EVENING,GUN,ASSAULT W/DANGEROUS WEAPON,1500 - 1599 BLOCK OF BENNING ROAD NE,401521.47,136902.83,7,7D,5,507,Cluster 25,007901 4,007901,Precinct 81,38.8999764193,-76.9824602061,,2023/02/21 22:39:00+00,2023/02/22 00:00:00+00,334465693,
-76.9915370143277,38.8931980447146,23029147,2023/02/23 05:11:30+00,MIDNIGHT,OTHERS,THEFT/OTHER,226 - 299 BLOCK OF 11TH STREET NE,400734.38,136149.4,6,6A,1,108,Cluster 25,008100 2,008100,Precinct 85,38.8931902576,-76.9915347338,,2023/02/19 22:09:00+00,2023/02/19 22:15:00+00,334465694,
-76.9995181260503,38.878889435354,23029188,2023/02/23 03:13:07+00,EVENING,OTHERS,BURGLARY,900 - 999 BLOCK OF 5TH STREET SE,400042.01,134561,8,8F,1,106,Cluster 27,007203 2,007203,Precinct 131,38.8788816514,-76.999515844,CAPITOL RIVERFRONT,2023/02/23 01:31:00+00,2023/02/23 02:20:00+00,334465695,
-77.0332566388807,38.9096593644672,23029656,2023/02/24 00:50:21+00,EVENING,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF P STREET NW,397115.78,137977.23,2,2F,2,208,Cluster 7,005203 2,005203,Precinct 16,38.9096515756,-77.0332543444,,2023/02/24 00:17:00+00,2023/02/24 00:45:00+00,334465696,
-76.978788703426,38.8979657257711,23029954,2023/02/24 17:21:13+00,DAY,OTHERS,THEFT F/AUTO,1700 - 1799 BLOCK OF GALES STREET NE,401840.2,136678.83,7,7D,5,507,Cluster 25,007901 1,007901,Precinct 81,38.8979579372,-76.9787864266,,2023/02/24 01:00:00+00,2023/02/24 14:30:00+00,334465697,
-77.0027682638665,38.9213059868982,23030043,2023/02/24 20:07:43+00,EVENING,OTHERS,THEFT/OTHER,200 - 299 BLOCK OF BRYANT STREET NE,399760.14,139269.58,5,5F,5,502,Cluster 21,009203 2,009203,Precinct 74,38.9212981945,-77.0027659782,,2023/02/24 14:00:00+00,2023/02/24 15:30:00+00,334465698,
-77.0082634099667,38.8792941612244,23030518,2023/02/25 18:07:31+00,DAY,OTHERS,THEFT/OTHER,1 - 69 BLOCK OF I STREET SE,399283.19,134605.96,6,8F,1,106,Cluster 27,007202 2,007202,Precinct 131,38.8792863775,-77.0082611251,CAPITOL RIVERFRONT,2023/02/25 17:39:00+00,,334465699,
-77.040093352533,38.907249287097,23030684,2023/02/26 03:21:35+00,EVENING,OTHERS,THEFT F/AUTO,1700 - 1799 BLOCK OF N STREET NW,396522.7,137709.93,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 15,38.9072414989,-77.0400910561,,2023/02/25 03:00:00+00,2023/02/25 06:00:00+00,334465700,
-77.0005390722295,38.8743420862286,23031007,2023/02/26 20:21:28+00,EVENING,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF 4TH STREET SE,399953.42,134056.21,8,8F,1,106,Cluster 27,007201 2,007201,Precinct 131,38.8743343032,-77.0005367901,CAPITOL RIVERFRONT,2023/02/19 20:00:00+00,2023/02/25 16:00:00+00,334465701,
-76.9937578770246,38.9215924980366,23031088,2023/02/26 22:52:12+00,EVENING,OTHERS,THEFT F/AUTO,2300 - 2499 BLOCK OF WASHINGTON PLACE NE,400541.5,139301.4,5,5C,5,505,Cluster 22,009102 4,009102,Precinct 72,38.9215847053,-76.9937555941,,2023/01/30 23:30:00+00,2023/02/25 20:30:00+00,334465702,
-77.0614010632527,38.9382492081388,23031982,2023/03/04 11:29:34+00,MIDNIGHT,OTHERS,THEFT/OTHER,3000 - 3099 BLOCK OF RODMAN STREET NW,394676.89,141152.21,3,3C,2,203,Cluster 15,000600 1,000600,Precinct 27,38.9382414145,-77.0613987583,,2023/02/06 18:24:00+00,2023/02/08 13:30:00+00,334465703,
-76.9312638326391,38.8775920897114,23032249,2023/02/28 23:05:24+00,EVENING,OTHERS,THEFT/OTHER,5000 - 5069 BLOCK OF BENNING ROAD SE,405964.51,134419.23,7,7E,6,604,Cluster 33,007707 3,007707,Precinct 106,38.8775843035,-76.9312615719,,2023/02/28 20:57:00+00,2023/02/28 21:30:00+00,334465704,
-77.0434405112119,38.9084964674219,23032934,2023/03/01 23:21:33+00,EVENING,OTHERS,THEFT/OTHER,1309 - 1399 BLOCK OF 19TH STREET NW,396232.45,137848.51,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 14,38.9084886791,-77.0434382136,GOLDEN TRIANGLE,2023/03/01 21:00:00+00,2023/03/01 22:30:00+00,334465705,
